probe	chr	TSS	NAME	strand
3554	2	102063933	IL1R1	+
112577460	2	102182422	IL1R1-AS1	-
8808	2	102186965	IL36R	+
9173	2	102311502	IL33R	+
8809	2	102311529	IL18R1	+
8807	2	102418570	IL18RAP	+
389015	2	102473220	SLC9A4	+
6549	2	102619278	SLC9A2	+
84804	2	102736899	SLC67A2	-
130827	2	102736905	TMEM182	+
105373519	2	102984429	LINC01935	-
124908058	2	104378996	LOC124908058	+
150568	2	104430130	LINC01102	+
101927331	2	104476566	LINC01831	-
101927360	2	104510509	LINC01103	-
105373525	2	104583136	LOC105373525	+
5455	2	104853287	POU3F3	+
100506421	2	104857008	PANTR1	-
102682016	2	104874447	LINC01159	-
64965	2	105037968	MRPS9	+
102724691	2	105038671	MRPS9-AS2	-
101927492	2	105103047	MRPS9-AS1	-
105373984	2	105143591	ROSSALIND	+
11250	2	105241743	GPR45	+
9392	2	105330049	TGFBRAP1	-
79074	2	105337516	TSLIG2	+
2274	2	105438585	FHL2	-
285000	2	105610766	LINC02946	-
8440	2	105744369	NCK2	+
105373530	2	105962422	LOC105373530	-
124906055	2	105962422	LOC124906055	-
84417	2	106063246	ECRG4	+
80146	2	106194371	UXS1	-
653489	2	106468413	RGPD3	-
927	2	106487350	CD8B2	+
84620	2	106887286	ST6GAL2	-
105373537	2	107529292	LINC01886	+
105373538	2	107748270	LINC01885	-
104326057	2	107754112	GACAT1	+
729121	2	107826891	RGPD4-DT	-
285190	2	107826892	RGPD4	+
60482	2	107986516	SLC5A7	+
107178918	2	108052755	LINC01593	-
442038	2	108239968	SULT1C3	+
6819	2	108288639	SULT1C2	+
151234	2	108322238	SULT1C5P	+
27233	2	108377911	SULT1C4	+
9648	2	108449107	GCC2	+
3987	2	108533671	LIMS1	+
644903	2	108534258	GCC2-AS1	-
106182118	2	108678601	LIMS1-AS1	-
5903	2	108719367	RANBP2	+
165055	2	108786730	CCDC138	+
10913	2	108989372	EDAR	-
344558	2	109128228	SH3RF3	+
151011	2	109614221	SEPTIN10	-
65124	2	109614364	SOWAHC	+
84220	2	109792758	RGPD5	+
96626	2	109898428	LIMS3	+
440895	2	109933161	LOC440895	+
7851	2	110116075	MALL	-
4867	2	110205071	NPHP1	-
100507334	2	110231106	LOC100507334	+
205251	2	110245420	MTLN	-
151009	2	110384528	LINC01106	-
100288570	2	110435166	LOC100288570	-
100288695	2	110473075	LIMS4	-
105373554	2	110607282	LOC105373554	+
729540	2	110610840	RGPD6	-
699	2	110678098	BUB1	-
55289	2	110732524	ACOXL	+
400997	2	111116407	ACOXL-AS1	-
10018	2	111119378	BCL2L11	+
541471	2	111523376	MIR4435-2HG	-
64682	2	111884690	ANAPC1	-
10461	2	111898456	MERTK	+
84910	2	112055202	TMEM87B	+
129804	2	112138363	FBLN7	+
84524	2	112255151	ZC3H8	-
376940	2	112275565	ZC3H6	+
727851	2	112434488	RGPD8	-
150465	2	112482112	TTL	+
84172	2	112541915	POLR1B	+
84269	2	112584240	CHCHD5	+
6574	2	112645853	SLC20A1	+
284958	2	112721020	NT5DC4	+
150468	2	112764664	CKAP2L	-
3552	2	112784500	IL1A	-
124907871	2	112825509	LOC124907871	-
3553	2	112864235	IL1B	-
27178	2	112911160	IL37	+
56300	2	112973203	IL36G	+
27177	2	113052867	IL36B	-
3557	2	113099315	IL1RN	+
23550	2	113157325	PSD4	+
654433	2	113211421	PAX8-AS1	+
7849	2	113279001	PAX8	-
150472	2	113437691	ZNG1B	+
200350	2	113498665	FOXD4L1	+
654412	2	113541518	FAM138B	+
124906859	2	113542789	LOC124906859	-
11159	2	113627215	RABL2A	+
123464517	2	113704177	LINC02936	-
80255	2	113756700	SLC35F5	-
10096	2	113889600	ACTR3	+
101060091	2	113891064	ACTR3-AS1	-
440900	2	113970621	LINC01191	+
57628	2	114442299	DPP10	+
101927591	2	114833548	DPP10-AS3	-
105373575	2	115099092	LOC105373575	-
389023	2	115163905	DPP10-AS1	-
124907878	2	117804287	LOC124907878	-
8886	2	117814656	DDX18	+
102723413	2	117995397	LOC102723413	+
54520	2	118014192	CCDC93	-
51141	2	118088137	INSIG2	+
124907879	2	118224018	LOC124907879	-
124905956	2	118836088	LINC01956	-
2019	2	118847648	EN1	-
8685	2	118942172	MARCO	+
165257	2	119158930	C1QL2	-
55240	2	119222447	STEAP3	+
100874111	2	119270714	STEAP3-AS1	-
1622	2	119366872	DBI	+
130355	2	119367188	C2orf76	-
140738	2	119429901	TMEM37	+
107105282	2	119476428	SCTR-AS1	+
6344	2	119525301	SCTR	-
200373	2	119544167	CFAP221	+
80775	2	119679137	TMEM177	+
5775	2	119759604	PTPN4	+
57669	2	120012916	EPB41L5	+
79134	2	120223400	TMEM185B	-
5899	2	120240050	RALB	+
3625	2	120344814	INHBB	+
2736	2	120735623	GLI2	+
124907880	2	120867404	LOC124907880	-
29842	2	121285263	TFCP2L1	-
254128	2	121649320	NIFK-AS1	+
23332	2	121649599	CLASP1	-
7247	2	121737103	TSN	+
84365	2	121737120	NIFK	-
101927801	2	121779133	LINC01823	+
107985820	2	124025175	CNTNAP5-DT	-
129684	2	124025287	CNTNAP5	+
2995	2	126655839	GYPC	+
101929926	2	126898864	TEX51	+
105373604	2	127024738	LOC105373604	+
274	2	127107556	BIN1	-
339761	2	127220385	CYP27C1	-
2071	2	127294188	ERCC3	-
100506922	2	127387137	MAP3K2-DT	+
10746	2	127388465	MAP3K2	-
5624	2	127415933	PROC	+
55677	2	127526886	IWS1	-
4648	2	127535683	MYO7B	+
2840	2	127645864	GPR17	+
55679	2	127681786	LIMS2	-
84826	2	127701497	SFT2D3	+
55339	2	127811195	WDR33	-
5433	2	127858163	POLR2D	-
83607	2	127885967	AMMECR1L	-
79595	2	128028124	SAP130	-
56886	2	128091151	UGGT1	+
9394	2	128319093	HS6ST1	-
151121	2	129273848	LINC01854	-
105373615	2	129877664	LINC02572	-
101927924	2	129923096	LINC01856	+
389033	2	129934511	PLAC9P1	-
100131320	2	129981875	RAB6C-AS1	-
728378	2	130129371	POTEF	-
285103	2	130129565	MED15P9	+
91409	2	130145134	CCDC74B	-
80097	2	130181737	MZT2B	+
55627	2	130183922	SMPD4	-
112714	2	130198461	TUBA3E	-
92856	2	130342403	IMP4	+
84317	2	130342699	VMA22	-
26469	2	130356026	PTPN18	+
100216479	2	130428766	FAR2P2	-
653269	2	130509707	POTEI	-
150527	2	130570829	PRSS40A	+
55997	2	130599575	CFC1	-
205147	2	130755532	AMER3	+
124907890	2	130755879	LOC124907890	-
50649	2	130836864	ARHGEF4	+
121853076	2	130836994	ARHGEF4-AS1	-
113523639	2	131034894	SMIM39	+
130074	2	131093492	FAM168B	-
55041	2	131104847	PLEKHB2	+
440910	2	131279290	LOC440910	+
150786	2	131364168	RAB6D	-
113457	2	131476118	TUBA3D	+
653784	2	131493042	MZT2A	-
90557	2	131527675	CCDC74A	+
101927994	2	131637025	LINC01087	+
29798	2	131647982	LINC03124	+
101928067	2	132038761	LINC01945	-
554226	2	132257969	ANKRD30BL	-
2863	2	132416805	GPR39	+
116372	2	132671579	LYPD1	-
101928185	2	132915557	NCKAP5-AS1	+
101928161	2	133264968	NCKAP5-AS2	+
344148	2	133641580	NCKAP5	-
4249	2	134119892	MGAT5	+
81615	2	134719168	TMEM163	-
130013	2	134838312	ACMSD	+
905	2	134918235	CCNT2	+
80122	2	135047468	MAP3K19	-
22930	2	135052265	RAB3GAP1	+
84083	2	135531228	ZRANB3	-
23518	2	135531448	R3HDM1	+
23190	2	135741626	UBXN4	+
3938	2	135837184	LCT	-
4175	2	135876484	MCM6	-
101928243	2	135985122	DARS1-AS1	+
1615	2	135986100	DARS1	-
7852	2	136119177	CXCR4	-
80731	2	136765545	THSD7B	+
3176	2	137963988	HNMT	+
339745	2	138494828	SPOPL	+
114515520	2	138573852	LINC02631	+
11249	2	138780909	NXPH2	-
105373643	2	139234614	LOC105373643	+
105373647	2	140131780	LINC01853	-
53353	2	142131016	LRP1B	-
8942	2	142811826	KYNU	+
55843	2	143091362	ARHGAP15	+
101928386	2	143937073	QTMAN-AS1	+
79712	2	144333107	QTMAN	-
100303491	2	144517978	ZEB2-AS1	+
9839	2	144521057	ZEB2	-
401014	2	144666312	TEX41	+
105373669	2	146682289	LINC01911	+
92	2	147844378	ACVR2A	+
55777	2	148021011	MBD5	+
5000	2	148021784	ORC4	-
26122	2	148644440	EPC2	+
3800	2	148875227	KIF5C	+
130576	2	149037975	LYPD6B	+
130574	2	149329985	LYPD6	+
101929231	2	149587196	MMADHC-DT	+
27249	2	149587812	MMADHC	-
150596	2	149871321	LINC01931	-
105373682	2	150166422	LOC105373682	-
105373684	2	150169474	LINC01818	+
105373683	2	150257007	LINC01817	-
390	2	150539011	RND3	-
101929260	2	150572221	LINC01920	-
375287	2	151261870	RBM43	-
9111	2	151289921	NMI	-
7130	2	151357585	TNFAIP6	+
55183	2	151409883	RIF1	+
4703	2	151734515	NEB	-
26225	2	151828531	ARL5A	-
785	2	152099182	CACNB4	-
10254	2	152175781	STAM2	-
114793	2	152335113	FMNL2	+
151188	2	152717621	ARL6IP6	+
55660	2	152719050	PRPF40A	-
56475	2	153478762	RPRM	-
114805	2	153871398	GALNT13	+
100144595	2	154457731	GALNT13-AS1	-
3760	2	154697399	KCNJ3	+
105373696	2	155231288	LOC105373696	-
107985953	2	155525424	LOC107985953	+
101929378	2	156320306	LINC01876	-
4929	2	156342348	NR4A2	-
2820	2	156435290	GPD2	+
11227	2	157257497	GALNT5	+
57471	2	157327719	ERMN	-
9595	2	157491093	CYTIP	-
130399	2	157628896	ACVR1C	-
90	2	157876408	ACVR1	-
151531	2	157876557	UPP2	+
554201	2	158166650	CCDC148-AS1	+
130940	2	158456776	CCDC148	-
8502	2	158456895	PKP4	+
100129029	2	158776987	PKP4-AS1	-
92196	2	158795266	DAPL1	+
85461	2	158968503	TANC1	+
151525	2	159287347	WDSUB1	-
29994	2	159617282	BAZ2B	-
64844	2	159712001	MARCHF7	+
9936	2	159798389	CD302	-
4065	2	159904847	LY75	-
22925	2	160062906	PLA2R1	-
100505984	2	160271880	LINC02478	-
3694	2	160271888	ITGB6	-
5937	2	160494100	RBMS1	-
10010	2	161136908	TANK	+
101929512	2	161308389	PSMD14-DT	-
10213	2	161308408	PSMD14	+
10716	2	161416206	TBR1	+
57282	2	161424332	SLC4A10	+
1803	2	162074639	DPP4	-
101929532	2	162120177	LOC101929532	+
2191	2	162245151	FAP	-
64135	2	162318684	IFIH1	-
25801	2	162318839	GCA	+
101929570	2	162768936	KCNH7-AS1	+
90134	2	162838791	KCNH7	-
55137	2	163737013	FIGN	-
2888	2	164622472	GRB14	-
22837	2	164843679	COBLL1	-
151258	2	164955632	SLC38A11	-
6326	2	165194993	SCN2A	+
6328	2	165204093	SCN3A	-
80034	2	165469647	CSRNP3	+
2591	2	165846201	GALNT3	-
79809	2	165953851	TTC21B	-
101929680	2	165957188	SCN1A-AS1	+
6323	2	166182806	SCN1A	-
6335	2	166376001	SCN9A	-
6332	2	166611482	SCN7A	-
129446	2	166888480	XIRP2	+
8708	2	167292980	B3GALT1	+
105616981	2	167941183	B3GALT1-AS1	-
27347	2	168247894	STK39	-
253782	2	168455841	CERS6	+
115677	2	168786539	NOSTRIN	+
100861402	2	168786961	CERS6-AS1	-
57405	2	168913371	SPC25	-
8647	2	169031332	ABCB11	-
10170	2	169064789	DHRS9	+
4036	2	169362780	LRP2	-
129880	2	169479480	BBS5	+
10324	2	169509684	KLHL41	+
79675	2	169573919	FASTKD1	-
9360	2	169584337	PPIG	+
129881	2	169694426	CFAP210	-
151230	2	169694435	KLHL23	+
493911	2	169694435	PHOSPHO2	+
6741	2	169791933	SSB	+
29081	2	169824931	METTL5	-
130507	2	169827396	UBR3	+
140469	2	170178145	MYO3B	+
101929753	2	170408564	MYO3B-AS1	-
440925	2	170714567	LINC01124	-
389058	2	170715287	SP5	+
285141	2	170766878	ERICH2	+
2571	2	170813213	GAD1	+
101926913	2	170818037	ERICH2-DT	-
26003	2	170928464	GORASP2	+
9874	2	171231314	TLK1	-
80067	2	171434217	DCAF17	+
79828	2	171434802	METTL8	-
79901	2	171522247	CYBRD1	+
1781	2	171687409	DYNC1I2	+
8520	2	171922404	HAT1	+
8604	2	171999859	SLC25A12	-
254042	2	171999935	METAP1D	+
1745	2	172084469	DLX1	+
3655	2	172234216	ITGA6	+
105373742	2	172340626	LOC105373742	-
5163	2	172555373	PDK1	+
101929947	2	172556596	ITGA6-AS1	-
11069	2	172735274	RAPGEF4	+
91149	2	172736367	RAPGEF4-AS1	-
51776	2	173057181	MAP3K20	+
339751	2	173282036	MAP3K20-AS1	-
83879	2	173354818	CDCA7	+
6670	2	173965877	SP3	-
29789	2	174248661	OLA1	-
285084	2	174326027	LINC01305	+
100131390	2	174334948	SP9	+
9541	2	174395712	CIRSR	-
79634	2	174395724	SCRN3	+
151556	2	174487150	GPR155	-
139355214	2	174575227	WIPF1-AS1	+
7456	2	174682916	WIPF1	-
1134	2	174787935	CHRNA1	-
1123	2	175005405	CHN1	-
1386	2	175168382	ATF2	-
518	2	175181764	ATP5MC3	-
80856	2	176002839	LNPK	-
3232	2	176136078	HOXD3	+
10651	2	176269395	MTX2	+
102724224	2	176429159	LINC01117	+
128071539	2	176507702	NRAL	-
375295	2	176637931	LINC01116	-
105373757	2	176849428	LOC105373757	-
220988	2	177212587	HNRNPA3	+
8540	2	177392576	AGPS	+
100130691	2	177392699	AGPS-DT	-
4780	2	177392756	NFE2L2	-
150737	2	177552796	IFT70B	-
92104	2	177618742	IFT70A	-
105373764	2	177652132	PDE11A-AS1	+
50940	2	178108339	PDE11A	-
129831	2	178112384	RBM45	+
114880	2	178193711	OSBPL6	+
101927027	2	178413476	CHROMR	+
494513	2	178451346	PJVK	+
8575	2	178451512	PRKRA	-
51661	2	178478604	FKBP7	-
65977	2	178480347	PLEKHA3	+
100506866	2	178521183	TTN-AS1	+
7273	2	178830802	TTN	-
285025	2	179051697	CCDC141	-
91404	2	179265200	SESTD1	-
151126	2	179861617	ZNF385B	-
57703	2	180007332	CWC22	-
101669767	2	180692009	SCHLAP1	+
10477	2	180937685	UBE2E3	+
3676	2	181457014	ITGA4	+
375298	2	181680665	CERKL	-
4760	2	181680827	NEUROD1	-
6744	2	181841292	ITPRID2	+
151242	2	181954241	PPP1R1C	+
5136	2	182523359	PDE1A	-
54431	2	182715607	DNAJC10	+
2487	2	182868438	FRZB	-
10787	2	183038858	NCKAP1	-
142679	2	183078559	DUSP19	+
129401	2	183117513	NUP35	+
91752	2	184598529	ZNF804A	+
105373780	2	184599008	LOC105373780	-
401024	2	185738788	FSIP2	+
107985781	2	185864985	FSIP2-AS1	-
55854	2	186485890	ZC3H15	+
3685	2	186589665	ITGAV	+
165215	2	186694010	FAM171B	+
151112	2	186849208	ZSWIM2	-
10203	2	187448506	CALCRL	-
7035	2	187565846	TFPI	-
51454	2	188291105	GULP1	+
104355152	2	188384400	LINC01090	-
1281	2	188974371	COL3A1	+
1290	2	189225312	COL5A2	-
84128	2	189441429	WDR75	+
30061	2	189583758	SLC40A1	-
110599588	2	189661385	ASDURF	+
54529	2	189661385	ASNSD1	+
150709	2	189674290	ANKAR	+
101409258	2	189762704	OSGEPL1-AS1	+
64172	2	189763230	OSGEPL1	-
5378	2	189784062	PMS1	+
94101	2	189784395	ORMDL1	-
84281	2	189879543	AKAP19	+
2660	2	190062740	MSTN	-
3628	2	190334673	INPP1	+
26275	2	190344193	HIBCH	-
54842	2	190407896	MFSD6	+
100131211	2	190534787	NEMP2	-
105376748	2	190534855	NEMP2-DT	+
4664	2	190646746	NAB1	+
2744	2	190880322	GLS	+
6772	2	191020960	STAT1	-
105373805	2	191021526	STAT4-AS1	+
6775	2	191178435	STAT4	-
4430	2	191245064	MYO1B	+
122152331	2	191246251	MYO1B-AS1	-
64859	2	191678068	NABP1	+
8436	2	191847253	CAVIN2	-
23671	2	192195246	TMEFF2	-
64002	2	192749803	PCGEM1	+
101927406	2	194284734	LINC01821	+
101927431	2	194730595	LINC01790	+
57181	2	195575977	SLC39A10	+
56171	2	196068848	DNAH7	-
9262	2	196176503	STK17B	-
57520	2	196593684	HECW2	-
284992	2	196639554	CCDC150	+
9330	2	196799743	GTF3C3	-
401027	2	196809355	C2orf66	-
80055	2	196927796	PGAP1	-
101927596	2	197197888	ANKRD44-AS1	+
101927547	2	197309012	ANKRD44-IT1	-
91526	2	197311173	ANKRD44	-
23451	2	197435079	SF3B1	-
80219	2	197453438	COQ10B	+
3336	2	197500110	HSPE1	+
25843	2	197515571	MOB4	+
3329	2	197516737	HSPD1	-
130132	2	197676168	RFTN2	-
92935	2	197705369	MARS2	+
66037	2	197786762	BOLL	-
5334	2	197804541	PLCL1	+
101927619	2	198375490	LINC01923	-
150538	2	199457671	SATB2-AS1	+
23314	2	199471271	SATB2	-
101927641	2	199608062	LINC01877	+
348751	2	199851214	FTCDNL1	-
205327	2	199911249	C2orf69	+
101927687	2	199912043	LOC101927687	-
79568	2	199955317	MAIP1	+
129450	2	199955818	TYW5	-
26010	2	200305881	SPATS2L	+
151246	2	200510008	SGO2	+
130535	2	200519784	KCTD18	-
316	2	200585864	AOX1	+
9689	2	200810594	BZW1	+
101927795	2	200812238	BZW1-AS1	-
1195	2	200864728	CLK1	-
60491	2	200888992	NIF3L1	+
53938	2	200889358	PPIL3	-
4999	2	200963704	ORC2	-
4709	2	201071433	NDUFB3	+
285172	2	201071700	HYCC2	-
8837	2	201116005	CFLAR	+
65072	2	201157823	CFLAR-AS1	-
843	2	201182693	CASP10	+
841	2	201233443	CASP8	+
130540	2	201357398	FLACC1	-
55437	2	201387858	STRADB	+
66008	2	201453449	TRAK2	-
151254	2	201619179	CATSPERT	-
65062	2	201643570	TMEM237	-
58538	2	201698713	MPP4	-
57679	2	201782112	ALS2	-
65061	2	201790461	CDK15	+
8324	2	202033855	FZD7	+
100652824	2	202073250	KIAA2012	+
729224	2	202117062	KIAA2012-AS1	-
7341	2	202238604	SUMO1	-
51602	2	202265276	NOP58	+
659	2	202375835	BMPR2	+
150864	2	202634969	FAM117B	+
130026	2	202872103	ICA1L	-
79800	2	202912214	CARF	+
65065	2	203014608	NBEAL1	+
55759	2	203014798	WDR12	-
57404	2	203238952	CYP20A1	+
10152	2	203328213	ABI2	+
65059	2	203535478	RAPH1	-
940	2	203706517	CD28	+
1493	2	203853888	CTLA4	+
105373845	2	204473640	LOC105373845	+
117583	2	204545162	PARD3B	+
124907968	2	204678698	LOC124907968	-
8828	2	205681990	NRP2	+
54891	2	206086308	INO80D	-
4719	2	206159524	NDUFS1	-
1933	2	206159575	EEF1B2	+
2825	2	206218073	CMKLR2	-
57683	2	206274653	ZDBF2	+
8745	2	206443369	ADAM23	+
200726	2	206642417	FAM237A	+
391475	2	206721570	DYTN	-
130752	2	206765337	MDH1B	-
22868	2	206765357	FASTKD2	+
130749	2	206939516	CPO	+
8609	2	207173856	KLF7	-
105373852	2	207251438	LINC01802	+
1385	2	207529697	CREB1	+
151194	2	207626297	METTL21A	-
102724714	2	207662371	LINC01857	+
151195	2	207711515	CCNYL1	+
7855	2	207769914	FZD5	-
389072	2	208025846	PLEKHM3	-
105373854	2	208064649	LOC105373854	+
200575	2	208113134	CRYGEP	-
1421	2	208124595	CRYGD	-
1419	2	208146163	CRYGB	-
389073	2	208190245	C2orf80	-
100507475	2	208254173	IDH1-AS1	+
3417	2	208266095	IDH1	-
200576	2	208266229	PIKFYVE	+
5746	2	208359714	PTH2R	+
4133	2	209423988	MAP2	+
285175	2	209771569	UNC80	+
6120	2	210002565	RPE	+
151050	2	210172182	KANSL1L	-
33	2	210225447	ACADL	-
4632	2	210315180	MYL1	-
1373	2	210477641	CPS1	+
10314	2	210477652	LANCL1	-
29034	2	210617571	CPS1-IT1	+
2066	2	212539266	ERBB4	-
102725079	2	212795300	LINC01878	+
22807	2	213152427	IKZF2	-
79582	2	213284360	SPAG16	+
402117	2	214411054	VWC2L	+
101928103	2	214809470	SNHG31	+
580	2	214809726	BARD1	-
26154	2	215138626	ABCA12	-
115409987	2	215274893	LINC02862	+
471	2	215311956	ATIC	+
2335	2	215436120	FN1	-
102724849	2	215453688	LOC102724849	+
646324	2	215925887	LINC00607	-
55686	2	216034096	MREG	-
92691	2	216081866	TMEM169	+
55825	2	216082955	PECR	-
7520	2	216107464	XRCC5	+
150967	2	216217045	LINC01963	+
57574	2	216372483	MARCHF4	-
50485	2	216412383	SMARCAL1	+
6168	2	216498797	RPL37A	+
100507554	2	216499047	RPL37A-DT	-
101928232	2	216606938	LINC01280	-
3485	2	216632828	IGFBP2	+
3488	2	216695549	IGFBP5	-
729582	2	217756656	DIRC3	-
105373878	2	217978372	TNS1-AS1	+
7145	2	218033982	TNS1	-
285180	2	218034960	RUFY4	+
3579	2	218125269	CXCR2	+
3577	2	218166969	CXCR1	-
10109	2	218216630	ARPC2	+
151306	2	218259496	GPBAR1	+
25953	2	218269651	PNKD	+
14	2	218270889	AAMP	-
64114	2	218292589	TMBIM1	-
375307	2	218356838	CATIP	+
103689911	2	218358002	CATIP-AS2	-
101928513	2	218369099	CATIP-AS1	-
6556	2	218382006	SLC11A1	+
58190	2	218397136	CTDSP1	+
7429	2	218419083	VIL1	+
9125	2	218568575	CNOT9	+
57695	2	218568768	USP37	-
84812	2	218607855	PLCD4	+
617	2	218658764	BCS1L	+
7701	2	218659655	ZNF142	-
64320	2	218672009	RNF25	-
27148	2	218672027	STK36	+
9654	2	218710773	TTLL4	+
1593	2	218781688	CYP27A1	+
53632	2	218832086	PRKAG3	-
7475	2	218859795	WNT6	+
80326	2	218880852	WNT10A	+
124906119	2	218908822	LOC124906119	+
8941	2	218959666	CDK5R2	+
101928537	2	218962135	LINC01494	-
255101	2	219041527	CFAP65	-
3549	2	219061064	IHH	-
79840	2	219160869	NHEJ1	-
151295	2	219170095	SLC23A3	-
79137	2	219176225	RETREG2	+
27013	2	219182664	CNPPD1	-
130617	2	219195237	ZFAND2B	+
10058	2	219219012	ABCB6	-
55139	2	219229769	ANKZF1	+
79065	2	219230383	ATG9A	-
8576	2	219245212	STK16	+
79411	2	219245478	GLB1L	-
80086	2	219253243	TUBA4B	+
7277	2	219277902	TUBA4A	-
3300	2	219279308	DNAJB2	+
5798	2	219309648	PTPRN	-
389075	2	219335552	RESP18	-
105373884	2	219388496	DNPEP-AS1	+
23549	2	219400022	DNPEP	-
1674	2	219417474	DES	+
10290	2	219434471	SPEG	+
100996693	2	219496129	SPEGNB	+
29926	2	219498618	GMPPA	+
55515	2	219514170	ASIC4	+
130612	2	219543130	TMEM198	+
79586	2	219543818	CHPF	-
3623	2	219569162	INHA	+
23363	2	219572076	OBSL1	-
114790	2	219595805	STK11IP	+
6508	2	219627011	SLC4A3	+
124908064	2	219628879	LOC124908064	-
105373888	2	219683549	LOC105373888	+
2043	2	221574202	EPHA4	-
151278	2	222298147	CCDC140	+
5077	2	222299011	PAX3	-
440934	2	222318373	CT75	+
122319436	2	222320155	RNF228	-
130367	2	222423982	SGPP2	+
10056	2	222656313	FARSB	-
116255	2	222671512	MOGAT1	+
2181	2	222860942	ACSL3	+
23704	2	223052190	KCNE4	+
7857	2	223602773	SCG2	-
130340	2	223838027	AP1S3	-
57590	2	223945357	WDFY1	-
65080	2	223957386	MRPL44	+
5270	2	224039688	SERPINE2	-
79843	2	224402113	FAM124B	-
8452	2	224585525	CUL3	-
110806281	2	224742270	CCDC195	-
55619	2	225042724	DOCK10	-
57624	2	225399686	NYAP2	+
3667	2	226799850	IRS1	-
84236	2	226835581	RHBDD1	+
1285	2	227164509	COL4A3	+
1286	2	227164559	COL4A4	-
56947	2	227325151	MFF	+
654841	2	227325711	MFF-DT	-
79853	2	227381995	TM4SF20	-
3267	2	227472134	AGFG1	+
56918	2	227642596	SLC19A4P	-
80704	2	227718088	SLC19A3	-
6364	2	227805739	CCL20	+
164781	2	227870931	DAW1	+
80309	2	228182020	SPHKAP	-
101928765	2	228841924	LINC01807	-
55022	2	229271867	PID1	-
124907995	2	229407358	LOC124907995	+
92737	2	229714586	DNER	-
130888	2	229922302	FBXO36	+
9320	2	229923239	TRIP12	-
151473	2	230069004	SLC16A14	-
11262	2	230203110	SP140	+
3431	2	230225729	SP110	-
93349	2	230326762	SP140L	+
6672	2	230414871	SP100	+
112268431	2	230589562	LOC112268431	-
151475	2	230711470	LINC01907	-
51719	2	230712822	CAB39	+
81618	2	230864639	ITM2C	+
151484	2	230886149	GCSIR	+
9290	2	230961066	GPR55	-
130560	2	230990324	SPATA3	+
348761	2	230996057	SPATA3-AS1	-
257407	2	231037342	C2orf72	+
5707	2	231056845	PSMD1	+
3357	2	231125103	HTR2B	-
80210	2	231198546	ARMC9	+
93010	2	231395558	B3GNT7	+
4691	2	231483641	NUCLEOLIN	-
151477	2	231515851	LINC00471	-
10316	2	231530471	NMUR1	-
5757	2	231706895	PTMA	+
64708	2	231781660	COPS7B	+
5147	2	231786272	PDE6D	-
4880	2	231926403	NPPC	-
129563	2	231961245	DIS3L2	+
9427	2	232489045	ECEL1	-
646960	2	232520388	PRSS56	+
1144	2	232525993	CHRND	+
1146	2	232539692	CHRNG	+
200765	2	232550557	TIGD1	-
9470	2	232550633	EIF4E2	+
80303	2	232606057	EFHD1	+
26058	2	232697259	GIGYF2	+
3769	2	232776566	KCNJ13	-
389084	2	232857270	SNORC	+
25791	2	233013263	NGEF	-
3635	2	233059967	INPP5D	+
55054	2	233210051	ATG16L1	+
6295	2	233307816	SAG	+
8527	2	233354475	DGKD	+
55230	2	233566783	USP40	-
54658	2	233760262	UGT1A1	+
339766	2	233775679	MROH2A	+
55355	2	233854672	HJURP	-
79054	2	233917373	TRPM8	+
6694	2	234050617	SPP2	+
105373934	2	234454710	LINC01891	-
10123	2	234497095	ARL4C	-
101927896	2	234913384	LOC101927896	-
23677	2	234951950	SH3BP4	+
116987	2	235494026	AGAP1	+
100506749	2	235505539	AGAP1-IT1	+
121853074	2	236163968	GBX2-AS1	+
2637	2	236168395	GBX2	-
401036	2	236264409	ASB18	-
107080627	2	236391074	IQCA1-AS1	+
79781	2	236507716	DRC11	-
57007	2	236567692	ACKR3	+
93463	2	237056167	LOC93463	-
105373951	2	237085841	COPS8-DT	-
10920	2	237085877	COPS8	+
1293	2	237414409	COL6A3	-
79083	2	237485428	MLPH	+
105373958	2	237590829	RAB17-DT	+
64284	2	237601638	RAB17	-
9208	2	237627550	LRRFIP1	+
375316	2	237798389	RBM44	+
10267	2	237858893	RAMP1	+
140739	2	237966827	UBE2F	+
51540	2	238060876	SCLY	+
339768	2	238100340	ESPNL	+
377007	2	238138649	KLHL30	+
151176	2	238158928	ERFE	+
80895	2	238203761	ILKAP	-
151174	2	238231738	LINC02610	-
55502	2	238240680	HES6	-
8864	2	238290102	PER2	-
26146	2	238320441	IFT54	+
51665	2	238426742	ASB1	+
151171	2	238555054	LINC01107	-
117581	2	238848031	TWIST2	+
138842259	2	239194118	HDAC4-AS2	+
101928111	2	239401132	HDAC4-AS1	+
9759	2	239401661	HDAC4	-
401040	2	239578301	LINC02991	+
4705	2	240025743	NDUFA10	-
150678	2	240136807	COPS9	-
150677	2	240144562	OTOS	-
2817	2	240435434	GPC1	+
100130449	2	240456760	GPC1-AS1	-
285193	2	240560054	DUSP28	+
57140	2	240565804	RNPEPL1	+
51281	2	240569209	ANKMY1	-
11132	2	240586366	CAPN10	+
101752400	2	240586699	CAPN10-DT	-
2859	2	240605404	GPR35	+
547	2	240824320	KIF1A	-
189	2	240868543	AGXT	+
728763	2	240906330	CROCC2	+
200772	2	240967451	UICLM	-
128266846	2	240986072	TANAR	-
25992	2	240998612	SNED1	+
130916	2	241102332	MTERF4	-
