ensg_id	chr	TSS	gene_symbol	strand
ENSG00000247402	5	102605635	CTD-2340E1.2	+
ENSG00000250682	5	102671559	LINC00491	-
ENSG00000145730	5	102753981	PAM	+
ENSG00000145725	5	103120149	PPIP5K2	+
ENSG00000145723	5	103120151	GIN1	-
ENSG00000181751	5	103258702	C5orf30	+
ENSG00000250567	5	103412511	CTD-2154H6.1	-
ENSG00000248757	5	103541985	CTD-2193G5.1	-
ENSG00000112874	5	103562793	NUDT12	-
ENSG00000251026	5	104079911	RP11-138J23.1	+
ENSG00000251574	5	105392970	RP11-6N13.1	-
ENSG00000251027	5	107011014	CTC-254B4.1	-
ENSG00000184349	5	107670895	EFNA5	-
ENSG00000145743	5	108382098	FBXL17	-
ENSG00000272523	5	108728260	LINC01023	-
ENSG00000151422	5	108747822	FER	+
ENSG00000250383	5	108830790	CTD-2197I11.1	-
ENSG00000249476	5	109326369	CTD-2587M2.1	-
ENSG00000198961	5	109409994	PJA2	-
ENSG00000251367	5	109467353	RP11-231G15.2	+
ENSG00000248876	5	109470843	RP11-231G15.3	+
ENSG00000271849	5	109688329	CTC-332L22.1	-
ENSG00000112893	5	109689366	MAN2A1	+
ENSG00000164209	5	110738136	SLC25A46	+
ENSG00000186952	5	110738956	TMEM232	-
ENSG00000248428	5	111008899	CTC-551A13.1	-
ENSG00000145777	5	111070062	TSLP	+
ENSG00000134987	5	111091716	WDR36	+
ENSG00000253613	5	111092115	CTC-551A13.2	-
ENSG00000152495	5	111223653	CAMK4	+
ENSG00000249318	5	111270089	AC010468.2	-
ENSG00000248268	5	111302567	CTC-499J9.1	-
ENSG00000246859	5	111512226	STARD4-AS1	+
ENSG00000164211	5	111512590	STARD4	-
ENSG00000250095	5	111912508	NREP-AS1	+
ENSG00000134986	5	111997464	NREP	-
ENSG00000224032	5	112160526	EPB41L4A-AS1	+
ENSG00000250882	5	112173570	CTC-459M5.1	+
ENSG00000251187	5	112192020	CTC-459M5.2	+
ENSG00000251076	5	112228283	RP11-526F3.1	+
ENSG00000129595	5	112419316	EPB41L4A	-
ENSG00000278921	5	112419583	EPB41L4A-AS2	+
ENSG00000250358	5	112628436	RP11-159K7.2	+
ENSG00000134982	5	112707498	APC	+
ENSG00000153037	5	112861222	SRP19	+
ENSG00000129625	5	112922539	REEP5	-
ENSG00000172795	5	112976702	DCP2	+
ENSG00000232633	5	113323028	CTD-2201G3.1	+
ENSG00000212122	5	113435031	TSSK1B	-
ENSG00000171444	5	113488830	MCC	-
ENSG00000047188	5	113513683	YTHDC2	+
ENSG00000080709	5	114360945	KCNN2	+
ENSG00000246316	5	114668410	RP11-492A10.1	-
ENSG00000250472	5	115149644	TRIM36-IT1	-
ENSG00000152503	5	115180546	TRIM36	-
ENSG00000271797	5	115262505	CTC-428G20.6	+
ENSG00000164219	5	115262872	PGGT1B	-
ENSG00000164221	5	115296831	CCDC112	-
ENSG00000145780	5	115544894	FEM1C	-
ENSG00000249249	5	115602057	AC010226.4	+
ENSG00000243414	5	115602479	TICAM2	-
ENSG00000134970	5	115632992	TMED7	-
ENSG00000249021	5	115692167	CTC-505O3.3	-
ENSG00000129596	5	115816954	CDO1	-
ENSG00000177879	5	115841481	AP3S1	+
ENSG00000145782	5	115841858	ATG12	-
ENSG00000172901	5	115962454	LVRN	+
ENSG00000268223	5	116032324	ARL14EPL	+
ENSG00000272265	5	116078570	CTD-2287O16.4	-
ENSG00000145781	5	116084991	COMMD10	+
ENSG00000271918	5	116085416	CTD-2287O16.5	-
ENSG00000250015	5	116304134	CTC-339F2.2	-
ENSG00000248445	5	116447547	SEMA6A-AS1	+
ENSG00000249167	5	116574482	CTB-118N6.2	+
ENSG00000092421	5	116574934	SEMA6A	-
ENSG00000251311	5	116762209	RP11-249M12.2	-
ENSG00000249150	5	116830187	CTC-472C24.1	-
ENSG00000250949	5	117031200	RP11-492L8.2	+
ENSG00000248663	5	117415509	LINC00992	+
ENSG00000249797	5	117925008	CTD-3179P9.1	+
ENSG00000250427	5	118282575	HNCAT21	+
ENSG00000250891	5	118562117	CTD-2281M20.1	-
ENSG00000249128	5	118596188	RP11-2N5.1	+
ENSG00000249426	5	118785459	CTC-448D22.1	-
ENSG00000169570	5	118988545	DTWD2	-
ENSG00000172869	5	119037772	DMXL1	+
ENSG00000249494	5	119070890	CTB-161M19.4	-
ENSG00000145779	5	119268692	TNFAIP8	+
ENSG00000133835	5	119452443	HSD17B4	+
ENSG00000164334	5	119629559	FAM170A	+
ENSG00000251293	5	120333502	CTC-552D5.1	-
ENSG00000261036	5	120404837	RP11-574H6.1	-
ENSG00000184838	5	120464278	PRR16	+
ENSG00000248927	5	120781218	CTD-2334D19.1	+
ENSG00000229855	5	121199704	CTC-546K23.1	+
ENSG00000151304	5	121961961	SRFBP1	+
ENSG00000113083	5	122078285	LOX	-
ENSG00000164185	5	122129513	ZNF474	+
ENSG00000250803	5	122129622	CTC-441N14.4	+
ENSG00000247311	5	122154856	CTC-441N14.2	-
ENSG00000064692	5	122311354	SNCAIP	+
ENSG00000272139	5	122311673	CTD-2544H17.2	-
ENSG00000249621	5	122323358	CTD-2544H17.1	-
ENSG00000249916	5	122383568	CTD-2280E9.1	-
ENSG00000250328	5	122479087	MGC32805	-
ENSG00000251538	5	122730685	RP11-166A12.1	-
ENSG00000205302	5	122774996	SNX2	+
ENSG00000064652	5	122843439	SNX24	+
ENSG00000249996	5	123036271	RP11-359P5.1	+
ENSG00000168938	5	123036741	PPIC	-
ENSG00000061455	5	123089121	PRDM6	+
ENSG00000223652	5	123090299	AC106786.1	-
ENSG00000168944	5	123423592	CEP120	-
ENSG00000151292	5	123512099	CSNK1G3	+
ENSG00000253807	5	124405079	LINC01170	-
ENSG00000248296	5	124536348	CTD-2308B18.3	-
ENSG00000249112	5	124707827	RP11-43D2.2	+
ENSG00000251456	5	124735175	RP11-436H11.5	-
ENSG00000168916	5	124748807	ZNF608	-
ENSG00000260192	5	125493261	RP11-756H20.1	+
ENSG00000248107	5	126179577	CTC-339D2.1	+
ENSG00000248752	5	126279801	RP11-114J13.1	-
ENSG00000155324	5	126360132	GRAMD3	+
ENSG00000250602	5	126490371	RP11-517I3.1	-
ENSG00000164904	5	126595418	ALDH7A1	-
ENSG00000164902	5	126600268	PHAX	+
ENSG00000196900	5	126631722	TEX43	+
ENSG00000251072	5	126776486	RP11-434D11.4	-
ENSG00000113368	5	126776623	LMNB1	+
ENSG00000173926	5	127030808	MARCH3	-
ENSG00000164241	5	127073492	C5orf63	-
ENSG00000145794	5	127290831	MEGF10	+
ENSG00000271766	5	127478295	CTD-2195M15.3	+
ENSG00000164244	5	127517609	PRRC1	+
ENSG00000205279	5	127649044	CTXN3	+
ENSG00000248799	5	127664029	CTC-548H10.2	-
ENSG00000230561	5	127703389	CCDC192	+
ENSG00000250603	5	127857804	CTC-228N24.2	-
ENSG00000245937	5	128083172	LINC01184	-
ENSG00000064651	5	128083766	SLC12A2	+
ENSG00000113396	5	128538013	SLC27A6	+
ENSG00000138829	5	128659185	FBN2	-
ENSG00000248634	5	128663978	CTC-573M9.1	+
ENSG00000066583	5	129094751	ISOC1	+
ENSG00000145808	5	129460265	ADAMTS19	+
ENSG00000249421	5	129460689	ADAMTS19-AS1	-
ENSG00000186367	5	129748079	KIAA1024L	+
ENSG00000198108	5	129904472	CHSY3	+
ENSG00000251680	5	129905917	CTC-575N7.1	-
ENSG00000186687	5	131170810	LYRM7	+
ENSG00000169567	5	131171735	HINT1	-
ENSG00000158985	5	131245493	CDC42SE2	+
ENSG00000158987	5	131635236	RAPGEF6	-
ENSG00000217128	5	131797063	FNIP1	-
ENSG00000234758	5	131944408	AC034228.4	+
ENSG00000239642	5	131945698	MEIKIN	-
ENSG00000223548	5	132003592	AC034228.3	+
ENSG00000231585	5	132011448	AC034228.2	+
ENSG00000164398	5	132012243	ACSL6	-
ENSG00000224015	5	132181128	AC063976.3	-
ENSG00000237714	5	132184876	P4HA2-AS1	+
ENSG00000131435	5	132257671	PDLIM4	+
ENSG00000197208	5	132294443	SLC22A4	+
ENSG00000072682	5	132295315	P4HA2	-
ENSG00000197375	5	132369752	SLC22A5	+
ENSG00000233006	5	132369916	AC034220.3	-
ENSG00000197536	5	132410636	C5orf56	+
ENSG00000238160	5	132426714	AC116366.5	-
ENSG00000125347	5	132490798	IRF1	-
ENSG00000113522	5	132556019	RAD50	+
ENSG00000113525	5	132556838	IL5	-
ENSG00000169194	5	132656263	IL13	+
ENSG00000223442	5	132664272	TH2LCRR	-
ENSG00000113520	5	132673986	IL4	+
ENSG00000230612	5	132688681	AC004237.1	+
ENSG00000131437	5	132737638	KIF3A	-
ENSG00000205089	5	132747445	CCNI2	+
ENSG00000164402	5	132807241	SEPT8	-
ENSG00000198944	5	132813587	SOWAHA	+
ENSG00000272203	5	132818000	AC004775.5	-
ENSG00000164403	5	132830898	SHROOM1	-
ENSG00000164405	5	132866560	UQCRQ	+
ENSG00000164404	5	132866884	GDF9	-
ENSG00000164406	5	132872322	LEAP2	+
ENSG00000072364	5	132963634	AFF4	-
ENSG00000272023	5	132963770	CTC-350I8.1	+
ENSG00000155329	5	133026604	ZCCHC10	-
ENSG00000170606	5	133051962	HSPA4	+
ENSG00000251616	5	133114475	RP11-485M7.3	-
ENSG00000248245	5	133160438	CTB-49A3.2	+
ENSG00000249478	5	133243764	CTB-49A3.5	+
ENSG00000250244	5	133256492	CTB-49A3.4	+
ENSG00000053108	5	133612564	FSTL4	-
ENSG00000113583	5	133968787	C5orf15	-
ENSG00000213585	5	134005133	VDAC1	-
ENSG00000271737	5	134005147	CTB-113I20.2	+
ENSG00000081059	5	134114711	TCF7	+
ENSG00000113558	5	134177038	SKP1	-
ENSG00000113575	5	134226142	PPP2CA	-
ENSG00000270177	5	134226410	CTD-2410N18.3	+
ENSG00000006837	5	134371047	CDKL3	-
ENSG00000119048	5	134371179	UBE2B	+
ENSG00000248559	5	134399495	RP11-215P8.3	+
ENSG00000237190	5	134411898	CDKN2AIPNL	-
ENSG00000250994	5	134436711	AC005355.1	+
ENSG00000250564	5	134460615	RP11-215P8.4	-
ENSG00000251169	5	134506552	AC005355.2	+
ENSG00000043143	5	134524312	JADE2	+
ENSG00000113615	5	134648789	SEC24A	+
ENSG00000152700	5	134649271	SAR1B	-
ENSG00000164615	5	134738501	CAMLG	+
ENSG00000145833	5	134758771	DDX46	+
ENSG00000181904	5	134845680	C5orf24	+
ENSG00000113621	5	134873803	TXNDC15	+
ENSG00000132570	5	134904906	PCBD2	+
ENSG00000152705	5	134967906	CATSPER3	+
ENSG00000224186	5	135033280	C5orf66	+
ENSG00000069011	5	135034813	PITX1	-
ENSG00000249647	5	135248179	C5orf66-AS2	-
ENSG00000270021	5	135399280	CTC-203F4.2	+
ENSG00000113648	5	135399914	H2AFY	-
ENSG00000255833	5	135452399	TIFAB	-
ENSG00000250167	5	135559577	CTC-321K16.1	+
ENSG00000145824	5	135579279	CXCL14	-
ENSG00000251045	5	135653935	CTC-321K16.4	-
ENSG00000250378	5	135812667	RP11-119J18.1	+
ENSG00000145832	5	135834649	SLC25A48	+
ENSG00000145839	5	135895827	IL9	-
ENSG00000254239	5	135897637	GS1-39E22.2	+
ENSG00000253927	5	135918161	GS1-39E22.1	-
ENSG00000145826	5	135955034	LECT2	-
ENSG00000120708	5	136028895	TGFBI	+
ENSG00000113658	5	136132845	SMAD5	+
ENSG00000164621	5	136134890	SMAD5-AS1	-
ENSG00000271824	5	136193134	AC009014.3	-
ENSG00000248211	5	136214048	TRPC7-AS1	+
ENSG00000069018	5	136365537	TRPC7	-
ENSG00000279240	5	136397042	AC063980.3	-
ENSG00000249803	5	136466677	RP11-114H21.2	+
ENSG00000250284	5	136734927	CTB-1I21.1	+
ENSG00000152377	5	137598379	SPOCK1	-
ENSG00000146021	5	137736090	KLHL3	-
ENSG00000177733	5	137754376	HNRNPA0	-
ENSG00000270697	5	137761546	RP11-381K20.4	+
ENSG00000120729	5	137867791	MYOT	+
ENSG00000078795	5	137887968	PKD2L2	+
ENSG00000250159	5	137889336	RP11-381K20.2	-
ENSG00000246323	5	138032774	RP11-325L7.1	+
ENSG00000250260	5	138039199	RP11-325L7.2	+
ENSG00000031003	5	138051961	FAM13B	-
ENSG00000061492	5	138083892	WNT8A	+
ENSG00000112981	5	138139443	NME5	-
ENSG00000112984	5	138178719	KIF20A	+
ENSG00000112983	5	138178986	BRD8	-
ENSG00000094880	5	138213343	CDC23	-
ENSG00000146013	5	138274671	GFRA3	-
ENSG00000120709	5	138331935	FAM53C	+
ENSG00000158402	5	138338355	CDC25C	-
ENSG00000249971	5	138349641	RP11-256P1.1	-
ENSG00000120733	5	138352596	KDM3B	+
ENSG00000132563	5	138439017	REEP2	+
ENSG00000120738	5	138465490	EGR1	+
ENSG00000120705	5	138543300	ETF1	-
ENSG00000113013	5	138575444	HSPA9	-
ENSG00000044115	5	138610967	CTNNA1	+
ENSG00000253404	5	138753309	AC034243.1	-
ENSG00000146006	5	138875368	LRRTM2	-
ENSG00000249593	5	139012647	CTB-46B19.2	+
ENSG00000281398	5	139274102	SNHG4	+
ENSG00000120725	5	139293557	SIL1	-
ENSG00000015479	5	139293648	MATR3	+
ENSG00000120727	5	139341587	PAIP2	+
ENSG00000272742	5	139369717	CTB-43P18.1	-
ENSG00000170482	5	139384553	SLC23A1	-
ENSG00000170476	5	139390081	MZB1	-
ENSG00000228672	5	139395713	PROB1	-
ENSG00000170469	5	139404088	SPATA24	-
ENSG00000170464	5	139444491	DNAJC18	-
ENSG00000249751	5	139462743	ECSCR	-
ENSG00000184584	5	139482935	TMEM173	-
ENSG00000131508	5	139526431	UBE2D2	+
ENSG00000272255	5	139645002	CTD-3224K15.3	-
ENSG00000171604	5	139647299	CXXC5	+
ENSG00000250635	5	139649728	CTD-3224K15.2	-
ENSG00000249526	5	139684645	CTB-35F21.1	+
ENSG00000249131	5	139746223	CTB-35F21.2	-
ENSG00000271792	5	139775305	CTB-35F21.5	+
ENSG00000251387	5	139775406	CTB-35F21.3	-
ENSG00000146005	5	139795821	PSD2	+
ENSG00000250692	5	139848290	CTB-35F21.4	+
ENSG00000158458	5	140043299	NRG2	-
ENSG00000185129	5	140107777	PURA	+
ENSG00000245146	5	140108630	LINC01024	-
ENSG00000182700	5	140125935	IGIP	+
ENSG00000254363	5	140157319	CTB-131B5.5	+
ENSG00000120306	5	140174642	CYSTM1	+
ENSG00000250069	5	140200163	CTB-131B5.2	+
ENSG00000113068	5	140303121	PFDN1	-
ENSG00000113070	5	140346631	HBEGF	-
ENSG00000253965	5	140357794	CTC-329D1.3	-
ENSG00000113073	5	140360202	SLC4A9	+
ENSG00000249637	5	140401367	CTC-329D1.2	-
ENSG00000131503	5	140401814	ANKHD1	+
ENSG00000243056	5	140547666	EIF4EBP3	+
ENSG00000213523	5	140558252	SRA1	-
ENSG00000176087	5	140564456	SLC35A4	+
ENSG00000113108	5	140564781	APBB3	-
ENSG00000170458	5	140633701	CD14	-
ENSG00000113119	5	140639427	TMCO6	+
ENSG00000113141	5	140647058	IK	+
ENSG00000131495	5	140647785	NDUFA2	-
ENSG00000120314	5	140664676	WDR55	+
ENSG00000256453	5	140673586	DND1	-
ENSG00000112855	5	140691426	HARS2	+
ENSG00000170445	5	140692024	HARS	-
ENSG00000146007	5	140698680	ZMAT2	+
ENSG00000204970	5	140786136	PCDHA1	+
ENSG00000204969	5	140794852	PCDHA2	+
ENSG00000255408	5	140801028	PCDHA3	+
ENSG00000204967	5	140806929	PCDHA4	+
ENSG00000204965	5	140821604	PCDHA5	+
ENSG00000279726	5	140822193	AC005609.16	-
ENSG00000081842	5	140827958	PCDHA6	+
ENSG00000204963	5	140834248	PCDHA7	+
ENSG00000204962	5	140841187	PCDHA8	+
ENSG00000204961	5	140847463	PCDHA9	+
ENSG00000278907	5	140849696	AC005609.19	-
ENSG00000250120	5	140855883	PCDHA10	+
ENSG00000278946	5	140867959	AC005609.20	-
ENSG00000249158	5	140868183	PCDHA11	+
ENSG00000251664	5	140875302	PCDHA12	+
ENSG00000278915	5	140875922	AC005609.18	-
ENSG00000239389	5	140882208	PCDHA13	+
ENSG00000278901	5	140882642	AC005609.17	-
ENSG00000248383	5	140926369	PCDHAC1	+
ENSG00000243232	5	140966235	PCDHAC2	+
ENSG00000171815	5	141051135	PCDHB1	+
ENSG00000279558	5	141078076	CH17-140K24.1	+
ENSG00000112852	5	141094578	PCDHB2	+
ENSG00000279047	5	141096402	CTC-270D5.1	-
ENSG00000113205	5	141100473	PCDHB3	+
ENSG00000272108	5	141118680	AC005754.8	+
ENSG00000081818	5	141121799	PCDHB4	+
ENSG00000113209	5	141135218	PCDHB5	+
ENSG00000113211	5	141150022	PCDHB6	+
ENSG00000280336	5	141168231	CH17-140K24.3	+
ENSG00000113212	5	141172619	PCDHB7	+
ENSG00000272154	5	141174391	AC005754.7	-
ENSG00000120322	5	141177790	PCDHB8	+
ENSG00000272674	5	141181399	PCDHB16	+
ENSG00000177839	5	141187127	PCDHB9	+
ENSG00000120324	5	141192353	PCDHB10	+
ENSG00000279375	5	141194088	CH17-140K24.6	-
ENSG00000197479	5	141199582	PCDHB11	+
ENSG00000278936	5	141201396	CH17-140K24.7	-
ENSG00000120328	5	141208697	PCDHB12	+
ENSG00000187372	5	141213919	PCDHB13	+
ENSG00000120327	5	141222932	PCDHB14	+
ENSG00000113248	5	141245349	PCDHB15	+
ENSG00000280029	5	141245380	CH17-140K24.2	-
ENSG00000120329	5	141304045	SLC25A2	-
ENSG00000178913	5	141320821	TAF7	-
ENSG00000272070	5	141326210	AC005618.6	+
ENSG00000204956	5	141330571	PCDHGA1	+
ENSG00000081853	5	141338760	PCDHGA2	+
ENSG00000254245	5	141343829	PCDHGA3	+
ENSG00000254221	5	141350102	PCDHGB1	+
ENSG00000280026	5	141350662	AC005618.8	-
ENSG00000262576	5	141355025	PCDHGA4	+
ENSG00000253910	5	141360042	PCDHGB2	+
ENSG00000253485	5	141364232	PCDHGA5	+
ENSG00000262209	5	141370264	PCDHGB3	+
ENSG00000253731	5	141373914	PCDHGA6	+
ENSG00000253537	5	141382739	PCDHGA7	+
ENSG00000253953	5	141387698	PCDHGB4	+
ENSG00000253767	5	141390157	PCDHGA8	+
ENSG00000276547	5	141397987	PCDHGB5	+
ENSG00000261934	5	141402932	PCDHGA9	+
ENSG00000253305	5	141408021	PCDHGB6	+
ENSG00000253846	5	141412987	PCDHGA10	+
ENSG00000254122	5	141417645	PCDHGB7	+
ENSG00000253873	5	141421047	PCDHGA11	+
ENSG00000279855	5	141427752	AC005618.9	-
ENSG00000253159	5	141430589	PCDHGA12	+
ENSG00000273557	5	141468465	CTD-2024I7.18	+
ENSG00000240184	5	141475947	PCDHGC3	+
ENSG00000242419	5	141484997	PCDHGC4	+
ENSG00000240764	5	141489121	PCDHGC5	+
ENSG00000246422	5	141558311	CTD-2024I7.13	+
ENSG00000228737	5	141618414	AC008781.7	+
ENSG00000131504	5	141619055	DIAPH1	-
ENSG00000171720	5	141636870	HDAC3	-
ENSG00000164620	5	141636950	RELL2	+
ENSG00000197948	5	141651419	FCHSD1	-
ENSG00000120318	5	141682221	ARAP3	-
ENSG00000278925	5	141826325	AC005753.1	-
ENSG00000156453	5	141879246	PCDH1	-
ENSG00000081791	5	141923808	KIAA0141	+
ENSG00000271871	5	141952419	AC005740.6	+
ENSG00000013561	5	141958328	RNF14	+
ENSG00000113555	5	141969741	PCDH12	-
ENSG00000254099	5	141982687	AC005740.5	-
ENSG00000113552	5	142013041	GNPDA1	-
ENSG00000131507	5	142108505	NDFIP1	+
ENSG00000231185	5	142325293	AC005592.2	+
ENSG00000187678	5	142326455	SPRY4	-
ENSG00000113578	5	142698070	FGF1	-
ENSG00000261757	5	142703782	AC005592.3	+
ENSG00000236714	5	142745600	AC005592.1	+
ENSG00000145819	5	142770384	ARHGAP26	+
ENSG00000226272	5	142868922	ARHGAP26-AS1	-
ENSG00000230789	5	143192500	ARHGAP26-IT1	+
ENSG00000113580	5	143435512	NR3C1	-
ENSG00000249429	5	143531350	CTD-2050E21.1	-
ENSG00000251205	5	143559219	CTD-2050E21.2	+
ENSG00000249881	5	143605628	CTB-57H20.1	+
ENSG00000145817	5	144170714	YIPF5	-
ENSG00000183775	5	144170832	KCTD16	+
ENSG00000249605	5	144369334	CTC-218H9.1	+
ENSG00000251031	5	145228982	CTC-367F4.1	-
ENSG00000250842	5	145381670	CTC-806A22.1	-
ENSG00000248125	5	145429868	CTB-73N10.1	+
ENSG00000186314	5	145835369	PRELID2	-
ENSG00000204928	5	145872968	GRXCR2	-
ENSG00000156463	5	145936579	SH3RF2	+
ENSG00000251556	5	146099406	RP11-118M9.3	+
ENSG00000173261	5	146104369	PLAC8L1	-
ENSG00000133706	5	146182660	LARS	-
ENSG00000091009	5	146203600	RBM27	+
ENSG00000091010	5	146339024	POU4F3	+
ENSG00000250025	5	146376963	CTC-359M8.1	-
ENSG00000113649	5	146447311	TCERG1	+
ENSG00000173250	5	146516190	GPR151	-
ENSG00000250407	5	146563226	CTB-99A3.1	+
ENSG00000249553	5	146919506	PPP2R2B-IT1	-
ENSG00000156475	5	147084784	PPP2R2B	-
ENSG00000250343	5	147234859	CTC-255N20.1	-
ENSG00000169302	5	147234963	STK32A	+
ENSG00000272239	5	147401760	CTB-108O6.2	+
ENSG00000113657	5	147510056	DPYSL3	-
ENSG00000280780	5	147559994	JAKMIP2-AS1	+
ENSG00000176049	5	147782848	JAKMIP2	-
ENSG00000164266	5	147831786	SPINK1	-
ENSG00000164265	5	147870682	SCGB3A2	+
ENSG00000178776	5	147906538	C5orf46	-
ENSG00000133710	5	148025683	SPINK5	+
ENSG00000196800	5	148169733	SPINK14	+
ENSG00000178172	5	148202794	SPINK6	+
ENSG00000248109	5	148221650	CTC-295J13.3	+
ENSG00000214510	5	148268180	SPINK13	+
ENSG00000145879	5	148312419	SPINK7	+
ENSG00000204909	5	148321203	SPINK9	+
ENSG00000247199	5	148383783	RP11-373N22.3	-
ENSG00000145868	5	148383935	FBXO38	+
ENSG00000251330	5	148430807	CTD-2283N19.1	-
ENSG00000164270	5	148677235	HTR4	-
ENSG00000169252	5	148825245	ADRB2	+
ENSG00000272411	5	148970340	RP11-44B19.1	+
ENSG00000169247	5	149063163	SH3TC2	-
ENSG00000250072	5	149063317	CTC-529P8.1	+
ENSG00000173210	5	149141483	ABLIM3	+
ENSG00000157510	5	149271871	AFAP1L1	+
ENSG00000248647	5	149276776	RP11-331K21.1	-
ENSG00000253406	5	149276805	AC012613.2	-
ENSG00000164284	5	149345430	GRPEL2	+
ENSG00000253618	5	149357642	GRPEL2-AS1	-
ENSG00000145882	5	149358007	PCYOX1L	+
ENSG00000253865	5	149372174	RP11-394O4.3	+
ENSG00000127743	5	149404202	IL17B	-
ENSG00000249669	5	149406689	CARMN	+
ENSG00000113712	5	149551552	CSNK1A1	-
ENSG00000183111	5	149551947	ARHGEF37	+
ENSG00000155846	5	149730298	PPARGC1B	+
ENSG00000132915	5	149944793	PDE6A	-
ENSG00000155850	5	149960737	SLC26A2	+
ENSG00000113716	5	150000046	HMGXB3	+
ENSG00000164296	5	150001167	TIGD6	-
ENSG00000182578	5	150113372	CSF1R	-
ENSG00000113721	5	150155872	PDGFRB	-
ENSG00000113722	5	150166795	CDX1	+
ENSG00000011083	5	150189957	SLC6A7	+
ENSG00000070808	5	150290291	CAMK2A	-
ENSG00000183876	5	150339307	ARSI	-
ENSG00000070814	5	150357639	TCOF1	+
ENSG00000019582	5	150412929	CD74	-
ENSG00000164587	5	150449756	RPS14	-
ENSG00000070614	5	150485818	NDST1	+
ENSG00000254333	5	150485968	CTC-367J11.1	-
ENSG00000171992	5	150601080	SYNPO	+
ENSG00000253852	5	150615354	CTB-140J7.2	-
ENSG00000164591	5	150660874	MYOZ3	+
ENSG00000250309	5	150672390	CTC-345K18.2	-
ENSG00000086589	5	150701107	RBM22	-
ENSG00000132912	5	150759109	DCTN4	-
ENSG00000256235	5	150777946	SMIM3	+
ENSG00000237693	5	150846523	IRGM	+
ENSG00000145908	5	150904983	ZNF300	-
ENSG00000211445	5	151020438	GPX3	+
ENSG00000145901	5	151093577	TNIP1	-
ENSG00000197043	5	151157882	ANXA6	-
ENSG00000196743	5	151212150	GM2A	+
ENSG00000198624	5	151224145	CCDC69	-
ENSG00000186334	5	151303766	SLC36A3	-
ENSG00000186335	5	151347590	SLC36A2	-
ENSG00000123643	5	151437046	SLC36A1	+
ENSG00000271795	5	151509453	CTC-251D13.1	+
ENSG00000086570	5	151568944	FAT2	-
ENSG00000260581	5	151652275	CTB-113P19.4	+
ENSG00000249035	5	151676945	CTB-113P19.1	+
ENSG00000113140	5	151687165	SPARC	-
ENSG00000272112	5	151725356	CTB-113P19.5	-
ENSG00000253921	5	151753992	CTB-113P19.3	+
ENSG00000145907	5	151771045	G3BP1	+
ENSG00000275765	5	151771508	RP11-54C4.3	-
ENSG00000177556	5	151772532	ATOX1	-
ENSG00000145888	5	151924842	GLRA1	-
ENSG00000254226	5	151949571	CTB-12O2.1	+
ENSG00000132911	5	152433368	NMUR2	-
ENSG00000249484	5	153223543	LINC01470	-
ENSG00000155511	5	153489615	GRIA1	+
ENSG00000251183	5	153898987	AC091962.3	-
ENSG00000037749	5	154038906	MFAP3	+
ENSG00000055147	5	154038936	FAM114A2	-
ENSG00000164574	5	154190730	GALNT10	+
ENSG00000245275	5	154445850	SAP30L-AS1	-
ENSG00000164576	5	154445957	SAP30L	+
ENSG00000155506	5	154712902	LARP1	+
ENSG00000155508	5	154857553	CNOT8	+
ENSG00000170271	5	154859252	FAXDC2	-
ENSG00000082516	5	154938209	GEMIN5	-
ENSG00000082515	5	154941070	MRPL22	+
ENSG00000226650	5	155013755	KIF4B	+
ENSG00000170624	5	155870344	SGCD	+
ENSG00000254163	5	156739812	CTC-340I23.2	-
ENSG00000231989	5	156850538	PPP1R2P3	+
ENSG00000145850	5	156963255	TIMD4	-
ENSG00000113249	5	157059119	HAVCR1	-
ENSG00000254246	5	157104788	CTB-120L21.1	+
ENSG00000135077	5	157142869	HAVCR2	-
ENSG00000113263	5	157142933	ITK	+
ENSG00000155868	5	157159019	MED7	-
ENSG00000253980	5	157224380	CTB-4E7.1	-
ENSG00000055163	5	157266079	CYFIP2	+
ENSG00000253653	5	157266625	CTC-248O19.1	-
ENSG00000172568	5	157345721	FNDC9	-
ENSG00000248544	5	157384950	CTB-47B11.3	-
ENSG00000172548	5	157460019	NIPAL4	+
ENSG00000251405	5	157460078	CTB-109A12.1	-
ENSG00000253519	5	157565964	AC106801.1	+
ENSG00000135074	5	157575775	ADAM19	-
ENSG00000039600	5	157671480	SOX30	-
ENSG00000187658	5	157671553	C5orf52	+
ENSG00000113272	5	157731197	THG1L	+
ENSG00000155858	5	157743695	LSM11	+
ENSG00000113282	5	157859175	CLINT1	-
ENSG00000253673	5	158175396	CTC-436K13.1	+
ENSG00000276778	5	158409773	RP11-524N5.1	-
ENSG00000254350	5	158424585	RP11-542A14.1	+
ENSG00000254135	5	158485190	RP11-32D16.1	+
ENSG00000253811	5	158983006	CTD-2363C16.1	+
ENSG00000164330	5	159099761	EBF1	-
ENSG00000245812	5	159100483	RP11-175K6.1	+
ENSG00000253256	5	159209921	CTB-11I22.1	+
ENSG00000145860	5	159210053	RNF145	-
ENSG00000164332	5	159263081	UBLCP1	+
ENSG00000249738	5	159310933	AC008697.1	+
ENSG00000253298	5	159466276	AC008703.1	-
ENSG00000283413	5	159511687	CTB-76P12.1	-
ENSG00000253311	5	159871384	AC011343.1	-
ENSG00000170214	5	159916783	ADRA1B	+
ENSG00000113312	5	160009113	TTC1	+
ENSG00000170234	5	160119423	PWWP2A	-
